Company name,City / Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter / Decision-Maker,Growth Signals
HRS Aluglaze Limited,"located), at least two working days prior to the Bid / Issue Opening Date and shall be available to the Stock Exchange for the purpose of uploading on their respective websites. “Pri",See DRHP ‘Industry / Business overview’ section.,www.hrsaluglaze.com,3 Crores,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned; facility expansion
ANUBHAV PLAST LIMITED,"01, 1987, vide certificate of incorporation bearing",See DRHP ‘Industry / Business overview’ section.,www.anubhavpole.com; www.bigshareonline.com; www.capitalsquare.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Helloji Holidays Limited,"passed by the shareholders on May 06, 2025 from Union Territory of Chandigarh to National Capital Territory of Delhi. As on date of this Draft Red Herring Prospectus, the Corporate Identification Number of our Company is U63040DL2012PLC452865.",See DRHP ‘Industry / Business overview’ section.,www.helloji.com; www.khambattasecurities.com; www.maashitla.com,2 crores,DSIR Department of Scientific and Industrial Research EBIT EBIT provides information regarding the operational efficiency of the business after deducting depreciation and amortization cost.,DRHP: Ms. Shikha Daruka; Ms. Shikha Daruka Company Secretary; Mr. Chandan Mishra Email; Mr. Mukul Agrawal Email; Mr. Chandan Mishra SEBI Registration No; Mr. Mukul Agrawal SEBI Registration No,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Mother Nutri Foods Limited,"Survey No 276/1, Opp. Petrol Pump Mahuva-Bhavnagar Road, At Otha, Mahuva, Bhavnagar – 364295, Gujarat, India. Richa Kachhawaha, Company Secretary and Compliance officer cs@mothernutrifoods.com +91 99744 14123",See DRHP ‘Industry / Business overview’ section.,www.mothernutrifoods.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
SMR Jewels Limited,"Office Contact Person Email and Telephone Website 3, Vrindavan Appartments, Gulbai Tekra Ahmedabad Gujarat, India 380006. -",See DRHP ‘Industry / Business overview’ section.,https://smrjewels.in; www.smrjewels.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Vismay Manojkumar Soni Promoter; Mrs. Bhanumati Ramanlal Parekh; Mrs. Dipikaben Virendra Soni Promoter; Mrs. Drashti Pal Modi Promoter; Mrs. Parul Manoj Soni Promoter,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Access Point India Limited,"Registrar of Companies/ Registrar of Companies, Central Processing Centre vide bearing",See DRHP ‘Industry / Business overview’ section.,https://www.myaccessp.net; www.finaaxcapital.com; www.in.mpms.mufg.com,652.40 Lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Reena Sharma NOTICE TO INVESTORS; Mr. Bherusingh Rajput Managing Director DIN; Mr. Ikshit Shah; Mr. Yash Doshi CIN; Mr. Pravinbhai Chandubhai Chandulal Patel; Mr. Pankajkumar Chandubhai,hiring / recruitment
Msafe Equipments Limited,"Central Registration Centre August 19, 2019 Valid till Cancelled 2. Certificate of Incorporation of “MSAFE EQUIPMENTS LIMITED” U29309DL2019PLC353936 Companies Act 2013 Registrar ofCompanies, Central Processing Centre May 26, 2025 Valid till Cancelled","the business of manufacturing, sales and rental of access and height-safety equipments, primarily",https://serencapital.in/; www.maashitla.com; www.msafegroup.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,facility expansion
STANBIK AGRO LIMITED,to section titled “Our History and Certain Corporate Matters” beginning on page number 136 of the Draft Prospectus.,"“manufacturing” has been replaced with “contract farming.” Further, in paragraph 3, an additional line has been inserted.",https://growhousewealth.com; https://stanbikagro.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Century Business Media Limited,"minutes, share certificates, and the statutory register maintained by the Company. However, we cannot assure that the filings were made with the ROC. Although Our Company has obtained a search report dated May 06, 2025 from a Practi",See DRHP ‘Industry / Business overview’ section.,www.centurymedia.in; www.hemsecurities.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Narmadesh Brass Industries Limited,"of our Company is U24209GJ2023PLC145839. For further details, please refer to chapter titled “",See DRHP ‘Industry / Business overview’ section.,www.afsl.co.in; www.kfintech.com; www.narmadeshbrass.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Hetal Vachhani Company Secretary; Mr. Hitesh Dudhagara; Mrs. Ronak Dudhagara DETAILS OF OFFER TYPE; Mrs. Ronak Dudhagara; Mrs. Ronak Dudhagara THE OFFER INITIAL PUBLIC; Mr. Hitesh Dudhagara MOA; Mr. Krish Dudhagara; Mrs. Ronak Dudhagara Promoters Group Such; Mrs. Ronak Dudhagara Stakeholders,ISO certification mentioned
Shayona Engineering Ltd.,"please see “Our History and Certain Corporate Matters” on page 144 of this Draft Red Herring Prospectus. Registered Office: Shed No. 113/1, GIDC, Makarpura, M.I. Estate, Vadodara-390010, Gujarat, India, Telephone: +91 9310806080 E-mail: compliance@shayonaengg.com; Website: www.shayonaengg.com; Contact Person: Arti Ankitkumar Singh, Company Secretary and Compliance Officer;",See DRHP ‘Industry / Business overview’ section.,www.horizonmanagement.in; www.kfintech.com; www.shayonaengg.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,hiring / recruitment
Vegorama Punjabi Angithi Limited,"Below are the Forms which were filed in delay, the details are as below:",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.corporatemakers.in; www.punjabiangithi.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Karuna Sharma OUR; Mr. Rohit Pareek; Mr. Manish Kumar Singh SEBI Registration Number; Mr. Babu Rapheal; Ms. Karuna Sharma,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Sodhani Capital Limited,"1st floor C-373 C Block Vaishali Nagar, Jaipur-302021, Rajasthan, India. Ms. Renu Sharma, Company Secretary and Compliance Officer Email: cs@sodhanicapital.com Tel: +91 9694875201",See DRHP ‘Industry / Business overview’ section.,https://sodhanicapital.com/; www.bonanzaonline.com; www.ndml.in; www.sodhanicapital.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Renu Sharma; Ms. Swati Agrawal; Mr. Abhay Bansal Email ID,subsidiary / group structure
Sakhiya Skin Clinic Limited,"on October 06, 2021. Our Company’s Corporate Identity Number is U85110GJ2011PLC121885. For details of change in Registered o ffice of our Company, please refer to the chapter titled “History and Certain Corporate Matters” on page 174 of the Draft Red Herring Prospectus.","dermatology-focused healthcare services provider in India, with a long -standing operational history, we endeavour to support our patient s",www.gyrcapitaladvisors.com; www.kfintech.com; www.sakhiyaskinclinic.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Pooja Ankit Sundarka Company Secretary; Mr. Mohit Baid SEBI Registration Number; Mr. Jagdishkumar Jadavbhai Sakhiya; Mrs. Rupalben Sakhiya; Dr. Sakhiya's Advanced Skin Science LLP,subsidiary / group structure
ADMACH SYSTEMS LIMITED,"Survey No 122, Village Nandoshi, Off Pune Sinhagad Road, Khadakwasla R.S., Pune – 411 024, Maharashtra, India. Not Applicable Aniruddha Shrikant Deshmukh Company Secretary and Compliance Officer E-mail: admach@admach.co.in Tel No: +91-7020909040 www.admach.co.in",See DRHP ‘Industry / Business overview’ section.,https://maashitla.com; www.admach.co.in; www.aftertrade.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,capex / capital expenditure; facility expansion
Gujarat Peanut and Agri Products Limited,"Peanut and Agri Products Limited” vide a fresh Certificate of Incorporation dated November 12, 2024 issued by the Registrar of Companies, Central Processing Centre. For further details of change in name and registered office of our company , please refer to section titled “",See DRHP ‘Industry / Business overview’ section.,www.finshoregroup.com; www.gujaratpeanut.com; www.integratedregistry.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned
LIOTECH INDUSTRIES LIMITED,Registration Centre bearing,See DRHP ‘Industry / Business overview’ section.,www.liotechindustries.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,capex / capital expenditure; subsidiary / group structure
Sihora Industries Limited,"Compound, Udhna, Mangrol, Surat-394210, Gujarat, India. You or Your or Yours Prospective Investors in the Issue",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.sihoragroup.com; www.sobhagyacapital.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
NATRINAI VENTURES LIMITED,vide Certificate of Incorporation bearing,"Offer Size and Pre-Offer Shareholding of Promoters, Promoter Group and Promoter Selling Shareholder as a percentage of",https://www.kreocapital.com; www.cameoindia.com; www.ngegreenenergy.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned
JJ PV SOLAR LIMITED,"Our Company in consultation with the BRLM, may, consider closing the Bid/Issue Period for QIBs one Working Day prior to the Bid/Issue Closing Date in accordance with the SEBI ICDR Regulations.",See DRHP ‘Industry / Business overview’ section.,www.jjpvsolar; www.jjpvsolar.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
Logiciel Solutions Limited,"The registered office of our company is situated at H.NO. 9-A, Main Road Sunder Nagar, Ludhiana, Punjab, 141007, India . For further details, please refer to section titled “",See DRHP ‘Industry / Business overview’ section.,www.fintellectualadvisors.com; www.logiciel.io; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Geetanjali Nerchehal PROMOTER OF OUR; Mrs. Geetanjali Nerchehal Company Secretary; Mr. Amit Puri; Mr. Pramod Negi SEBI Registration Number,digital / hiring channel mention; facility expansion
Infinity Infoway Limited,"another premises or agree to pay the extra amount for using the same prices. Further, increase in rent structure will lead to increase of our expenditure which in turn will lead to decrease of revenue and increase of operational cost.",See DRHP ‘Industry / Business overview’ section.,www.holaniconsultants.co.in; www.infinityinfoway.com,2 Lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Payal Jain Email; Mr. Babu Rapheal; Mr. Bhaveshkumar Dhirajlal Gadhethriya; Mrs. Rinaben Bhaveshkumar Gadhethariya; Mr. Dhirajlal Bhanjibhai Gadhethariya; Mr. Nikunj Vrajlal Gajera,subsidiary / group structure
