Company Name,City/Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter/Decision-Maker,Growth Signals,Source
FAALCON CONCEPTS LIMITED,"We operate from our registered office situated N-75, Ground Floor, Mayfield Garden, Sector -51, Gurugram, Haryana. The same has been taken on lease from Mrs. Ruchika Saluja to use the place situated at N-75, Ground Floor, Mayfield Garden, Sector -51, Gurugram, Haryana as registered office for current lease period of 11 (Eleven) months commen",See DRHP ‘Industry / Business overview’ section.,www.beetalfinancial.com; www.faalcon.in; www.navigantcorp.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Fabino Life Sciences Limited,Download failed (timeout or HTTP error).,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,,BSE DRHP
Fabtech Technologies Cleanrooms Limited,"of our company is U74999MH2015PLC265137. For change in registered office and other details please, see “History and Certain Corporate Matters” on page 152 of the Draft Red Herring Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.fabtechcleanroom.com; www.maashitla.com; www.vivro.net,"12,466.63 lakhs",No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Farm Peace Limited,Download failed (timeout or HTTP error).,,,,,DRHP: SANDIPKUMAR NARSINHBHAI PATEL; SUDHIR HARIBHAI PATEL; GIRISHBHAI; GIRISHBHAI FALJIBHAI PATEL,,BSE DRHP
Fascinate Textiles Ltd,Surat,Specialty Manufacturing (Engineered Textiles),fascinatetextiles.com,₹40–80 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Sep 2025,data.csv
FCML Distributors Limited,"OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE A-217 Okhla Industrial Area Phase I, New Delhi- 110020, India. Sakshi Batra Company Secretary and Compliance Officer. Tel No: 011-49372800 Email Id: cs@fcmlindia.com",See DRHP ‘Industry / Business overview’ section.,www.fcmlindia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
FFS Defence Engineering Limited,"Office Contact Person Email and Telephone Website Plot No. J-17, Hingna MIDC, Hingna Road, Near IC Chawk, MIDC Nagpur, Nagpur (Urban) – 440 016, Maharashtra, India N.A. Saarthak Chaudhary, Company Secretary and Compliance Officer E-mail: info@ffsdefence.com",See DRHP ‘Industry / Business overview’ section.,www.ffsdefence.com; www.inventuremerchantbanker.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned,BSE DRHP
Finbud Financial Services Ltd,Mumbai,Specialty Manufacturing (Financial Services),finbudfinance.com,₹50–90 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Oct 2025,data.csv
Fine Refiners Limited,LOCATED). AT LEAST TWO WORKING DAYS PRIOR TO THE OFFER OPENING DATE AND SHALL BE MADE AVAILABLE TO THE BSE LIMITED (“BSE”) FOR THE PURPOSE OF UPLOADING ON THEIR,See DRHP ‘Industry / Business overview’ section.,https://in.mpms.mufg.com/; www.finerefiners.com; www.fintellectualadvisors.com,"6,020.54 lakhs",No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP PDF could not be downloaded.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
FINELISTINGS TECHNOLOGIES LIMITED,"G-07, Ground Floor, Ambience Mall, Nelson Mandela Road, Vasant Kunj, South West Delhi, New Delhi - 110070, India.",See DRHP ‘Industry / Business overview’ section.,https://www.finecars.co.in/; www.fedsec.in; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: ANEESH MATHUR AND ARJUN SINGH RAJPUT,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Fly-Hi Maritime Travels Limited,Our Company” on page no 166:,See DRHP ‘Industry / Business overview’ section.,www.corporatemakers.in; www.kfintech.com,1 Crore,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: unable or unwilling to continue in their present position; we may not be able to replace them; Mr. Satish Kumar Gupta SEBI Registration No,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Flywings Simulator Training Centre Ltd,Bengaluru,Specialty Manufacturing (Aviation/Training),flywingssim.com,₹70–120 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",DRHP: Mr. Robbin Company Secretary; Ms. Rupal Sanjay Mandavia,IPO filed Nov 2025,data.csv + BSE DRHP
Focus Business Solution Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Radha Rameshbhai Gohil; Mr. Vikas Chhangani PURVA SHAREGISTRY; Mr. Rajesh Shah; Ms. Purva Shah; Ms. Deepali Dhuri ISSUE PROGRAMME ISSUE OPENS; Mr. Mohamedyaseen Muhammadbhai Nathani; Mr. Mohamedamin Mohammad Nathani Promoters Group Companies; Mr. Mohammed Ilyas Shaikh. Companies Act; Ms. Radha Rameshbhai Gohil. Depositories Act; Mr. Mohamedamin Mohammad Nathani. For,Not assessed (no machine-readable text).,BSE DRHP
Fone4 Communications (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Nisha Shaw; Mr. S. Ramakrishna; Mr. S. Ramakrishna Iyengar Telephone; Mr. R.D. Ramasamy; Mr. Sayyed Hamid; Mrs. Roudha Zerlina; Mr. Sayyed Haris Sayyed Imbichi,Not assessed (no machine-readable text).,BSE DRHP
FourFront Limited,OPENING DATE AND SHALL BE MADE AVAILABLE TO THE BSE LIMITED “BSE”) FOR THE PURPOSE OF UPLOADING ON THEIR WEBSITE. FOR FURTHER DETAILS KINDLY REFER TO,See DRHP ‘Industry / Business overview’ section.,www.beelinemb.com; www.fourfront.in; www.in.mpms.mufg.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,BSE DRHP
Fractal Industries Limited,"Kurla Rd, Andheri East, Mumbai - 400072, Maharashtra. Our Promoters 1. Pankaj Bishwanath Agrawal 2. Priti Pankaj Agrawal",See DRHP ‘Industry / Business overview’ section.,https://fractalindustries.in/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned; subsidiary / group structure,BSE DRHP
Fusion Klassroom Edutech Limited,"Mumbai office at Matruprabha, Ground Floor, Plot No -78, CTS No-2731, Daulat Nagar Road 7, Borivali East, Mumbai – 400066 for 22 months, ending on May 02, 2027. The lease deed has been executed on an arm ’s length basis and the terms and conditions of the lease, including the lease rental are fair, reasonable and consistent with prevailing market practices.",See DRHP ‘Industry / Business overview’ section.,www.klassroom.in; www.maashitla.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Jinal Karen Vora PROMOTERS OF; Mr. Suniel Shetty; Ms. Jinal Karen Vora,ISO certification mentioned,BSE DRHP
Futurex Management Solution Limited,"198 & 199, First Floor, Pocket -3, Sector - 24, Rohini, Northwest, Delhi, 110085 Ground Floor, Viraat I, C-56/35, Sector - 62, Noida 201309 Shweta Bansal Company Secretary and Compliance Officer Email: cs@futurexsolutions.com Tel No: 011-41687775 www.futurexsolutions. com PROMOTERS OF OUR COMPANY: RAVI GAHLOT AND SULEKHA GAHLOT DETAILS OF THE OFFER TYPE FRESH ISSUE SIZE",See DRHP ‘Industry / Business overview’ section.,www.futurexsolutions; www.futurexsolutions.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP PDF could not be downloaded.,subsidiary / group structure,BSE DRHP
FX Multitech Limited,"WITH WIDE CIRCULATION, AT LEAST TWO WORKING DAYS PRIOR TO THE BID/OFFER OPENING DATE AND SHALL BE MADE AVAILABLE TO SME PLATFORM OF BSE (“BSE SME ”), FOR THE PURPOSE OF UPLOADING ON THEIR RESPECTIVE WEBSITE IN ACCORDANCE WITH THE SEBI ICDR REGULATIONS, AS AMENDED.",See DRHP ‘Industry / Business overview’ section.,https://www.fxmultitech.com; www.in.mpms.mufg.com; www.oneviewadvisors.com,"10,176.86 Lakhs",No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP PDF could not be downloaded.,subsidiary / group structure,BSE DRHP
G. K. P. Printing & Packaging Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Keval Harshad Goradia Nomination; Mr. Keval Harshad Goradia; Mrs. Payal Keval Goradia Promoter Group Persons,Not assessed (no machine-readable text).,BSE DRHP
G M Polyplast Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Dimple Amrit Parmar; Mr. Dinesh Balbirsingh Sharma; Ms. Sarita Dinesh Sharma; Ms. Sarita Dinesh Sharma Stakeholders,Not assessed (no machine-readable text).,BSE DRHP
G V ELECTRICALS LIMITED,"Hammersmith Industrial Premises Co-op Society Ltd, Narayan Pathare Marg, Off. Sitladevi Temple Road, Mahim, Mumbai, Maharashtra, India, 400016 “we”, “us” or “our” Unless the context otherwise indicates or implies refers to our Company. “you”, “your” or “yours” Prospective investors/bidders in this Offer.",See DRHP ‘Industry / Business overview’ section.,www.gvelectricals.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted — verify in IPO prospectus or LinkedIn.,ISO certification mentioned,BSE DRHP
GABION TECHNOLOGIES INDIA LIMITED,"Mumbai, Maharashtra to New Delhi and fresh certificate of incorporation was obtained from ROC, Delhi vide",See DRHP ‘Industry / Business overview’ section.,www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Puja Aggarwal; Ms. Puja Aggarwal Company Secretary; Mr. Mohit Baid SEBI Registration Number; engaged in a similar line of business,capex / capital expenditure; hiring / recruitment; subsidiary / group structure,BSE DRHP
Gabriel Pet Straps Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Gandecha Khyati Hareshbhai; Ms. Tanya Goyal E-mail; Ms. Gandecha Khyati Hareshbhai. Corporate Identification Number; Mr. Shah Jay Paresbhai MOA; Mr. Shah Jay Pareshbhai; Mr. Varasada Vimal Dayabhai; Mr. Kavathiya Vivek Dharmendrabhai. Promoter Group Such; Mr. Kavathiya Vivek Dharmendrabhai. KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).,BSE DRHP
Galactico Corporate Services Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Harshika Thakkar; Mr. Vipul Lathi THE OFFER PUBLIC OFFER; Mr. Vipul Lathi Promoter Group Such; Mr. Vishal Sancheti. CIN; Ms. Harshika Thakkar. Director; Mr. Vipul Lathi. MOA; Mr. Vipul Lathi Stakeholders,Not assessed (no machine-readable text).,BSE DRHP
Gallard Steel Limited,"TELEPHONE WEBSITE Flat No. 01, SukhsnehApartment, 168-M Khatiwala Tank, Indore, Madhya Pradesh-MP – 452014",See DRHP ‘Industry / Business overview’ section.,https://www.gallardsteel.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,BSE DRHP
GAME CHANGERS TEXFAB LIMITED,"3656-P NO-21, Hathi Khanna, Bahadur Garh Road, Delhi- 110006 135/1, Gurugram, Gurgaon, Haryana, India, 122001 Name: Mr. Nikunj Gupta Company Secretary & Compliance Officer Email: compliance@tradeuno.com Telephone: +91 8377936803 www.tradeuno.com",See DRHP ‘Industry / Business overview’ section.,www.tradeuno.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Nikunj Gupta; Mrs. Santhanam Subhashini; Mr. Vijay Rajagopalan. Accordingly; Mr. Sanjeev Goel; Mr. Ankur Aggarwal; Mr. Sanjeev Goel. Mr. Ankur Agarwal; Mr. Ved Parkash Goel,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
GB Logistics Commerce Limited,Contact Person Telephone and Email,See DRHP ‘Industry / Business overview’ section.,https://www.maashitla.com/; www.gblogisticsindia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,BSE DRHP
Gconnect Logitech and Supply chain Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Jigar Vinodbhai Sheth June; Mr. Vinod Venilal Sheth June,Not assessed (no machine-readable text).,BSE DRHP
GEM Enviro Management Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Vijay Kumar Sharma OUR; Mr. Kunal Bansal Email Id; Mr. Amit Puri; Mr. Pramod Negi E-mail; Mr. Anuj Rana Email Id; Mr. Siddharth Jadhav Website,Not assessed (no machine-readable text).,BSE DRHP
Gensol Engineering Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,BSE DRHP
Getalong Enterprise Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,BSE DRHP
Gian Life Care Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Anil Bhargava SEBIRegn.No. INM; Mr. Arun Kumar Gupta Materiality Policy; Mr. Arun Kumar Gupta Promoter Group Includes; Mr. Arun Kumar Gupta; Mrs. Avani Gupta; Mr. Devang Agarwal; Ms. Rashika Agarwal; Mr. Manjeet Singh; Mr. Pravin Tomar; Ms. Akanksha Gupta. Issue,Not assessed (no machine-readable text).,BSE DRHP
Gleam Fabmat Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Amit Gupta; Mr. Arun Gupta; Mr. Anil Kumar Gupta THE ISSUE PUBLIC; Mr. Anil Kumar Gupta Promoter Group Such; Mr. Amit Gupta Company Secretary; Mr. Navneet Gupta Director,Not assessed (no machine-readable text).,BSE DRHP
Glen Industries Limited,"Registrar of Companies, West Bengal Shareholders Shareholders of our company Stakeholders Relationship Committee The Stakeholders Relationship Committee of our Board of Directors constituted in accordance with Section 178 of the Companies Act, 2013 and Listing Regulations. For details refer section titled “Our Management” on page 127 of this Draft Red Herring Prospectus. 7",See DRHP ‘Industry / Business overview’ section.,www.glen-india.com; www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Shikha Sureka Company Secretary; Mr. Mohit Baid SEBI Registration Number,subsidiary / group structure,BSE DRHP
Global Longlife Hospital and Research Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Deepak Ravidatta Sharma; Mr. Deepak Sharma. Chief Financial Officer; Ms. Hetal Thakkar Director,Not assessed (no machine-readable text).,BSE DRHP
Global Ocean Logistics India Limited,Registration Centre bearing,See DRHP ‘Industry / Business overview’ section.,www.globalocean.in; www.ib.marwadichandaranagroup.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,BSE DRHP
