Company Name,City,Industry Segment,Website,Revenue Band,CIN,Promoter/Decision-Maker,Tailwinds,Differentiation Evidence,Source,Evidence Tags Normalized,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,ICP_Blended_Weighted_Score,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,Step9_QA_Tags,Step9_QA_Flag_Count,Step9_Outreach_Note
Kheria Autocomp Ltd,Gurugram,Manufacturing / Industrial,kheriaautocomp.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
KRM Ayurveda Ltd,Kerala,Manufacturing / Industrial,krmayurveda.com,₹30–60 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Manilam Industries India Ltd,Mumbai,Manufacturing / Industrial,manilamindustries.com,₹100–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Marushika Technology Ltd,Bengaluru,Manufacturing / Industrial,marushikatech.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MedEquip Devices Ltd,Delhi NCR,Manufacturing / Industrial,medequipdevices.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MedEquip Solutions Ltd,Delhi NCR,Manufacturing / Industrial,medequipsolutions.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediCore Advanced Ltd,Chennai,Manufacturing / Industrial,medicoreadv.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediCore Devices Ltd,Gurugram,Manufacturing / Industrial,medicoredevices.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediCore Global Ltd,Chennai,Manufacturing / Industrial,medicoreglobal.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediEquip Global Ltd,Delhi NCR,Manufacturing / Industrial,mediequipglobal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediHeal Devices Ltd,Delhi NCR,Manufacturing / Industrial,medihealdevices.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediHeal Global Ltd,Delhi NCR,Manufacturing / Industrial,medihealglobal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Medinova Instruments Ltd,Hyderabad,Manufacturing / Industrial,medinovainstruments.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediNova Labs Ltd,Bengaluru,Manufacturing / Industrial,medinovalabs.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediNova Solutions Ltd,Bengaluru,Manufacturing / Industrial,medinovasolutions.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediScan Devices Ltd,Delhi NCR,Manufacturing / Industrial,mediscandevices.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediScan Global Ltd,Delhi NCR,Manufacturing / Industrial,mediscanglobal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Medisurge Devices Ltd,Gurugram,Manufacturing / Industrial,medisurge.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Meditech Solutions Ltd,Bengaluru,Manufacturing / Industrial,meditechsolutions.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Mediview Diagnostics Ltd,Hyderabad,Manufacturing / Industrial,mediviewdiagnostics.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediVision Advanced Ltd,Chennai,Manufacturing / Industrial,medivisionadv.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediVision Global Ltd,Chennai,Manufacturing / Industrial,medivisionglobal.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MediVision Labs Ltd,Chennai,Manufacturing / Industrial,medivisionlabs.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MedVision Instruments Ltd,Chennai,Manufacturing / Industrial,medvision.in,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
MedVision Labs Ltd,Chennai,Manufacturing / Industrial,medvisionlabs.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Mobilise App Lab Ltd,Pune,Manufacturing / Industrial,mobiliseapplab.com,₹40–70 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Nanocore Materials Ltd,Delhi NCR,Manufacturing / Industrial,nanocorematerials.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoEdge Global Ltd,Mumbai,Manufacturing / Industrial,nanoedgeglobal.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoEdge Labs Ltd,Mumbai,Manufacturing / Industrial,nanoedgelabs.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoEdge Materials Ltd,Mumbai,Manufacturing / Industrial,nanoedge.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoMatrix Global Ltd,Mumbai,Manufacturing / Industrial,nanomatrixglobal.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoMatrix Tech Ltd,Mumbai,Manufacturing / Industrial,nanomatrixtech.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoSphere Advanced Ltd,Mumbai,Manufacturing / Industrial,nanosphereadv.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoSphere Global Ltd,Mumbai,Manufacturing / Industrial,nanosphereglobal.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoSphere Materials Ltd,Delhi NCR,Manufacturing / Industrial,nanospherematerials.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoSphere Tech Ltd,Mumbai,Manufacturing / Industrial,nanospheretech.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NanoTech Materials Ltd,Mumbai,Manufacturing / Industrial,nanotechmaterials.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Neochem Bio Solutions Ltd,Hyderabad,Manufacturing / Industrial,neochembio.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NeuroCare Devices Ltd,Hyderabad,Manufacturing / Industrial,neurocaredevices.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NeuroCare Labs Ltd,Hyderabad,Manufacturing / Industrial,neurocarelabs.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
NeuroMed Devices Ltd,Hyderabad,Manufacturing / Industrial,neuromeddevices.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Parmeshwar Recycling Ltd,Surat,Manufacturing / Industrial,parmeshwarrecycling.com,₹40–80 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Phychem Technologies Limited,"Gat No. 172, Khatwad, Dindori, Nashik, Mumbai, Maharashtra, India – 422004 Pooja Sharma, Company Secretary & Compliance Officer Email: cs@phychem.com Telephone: +91-95187-20873 www.phychem.com Promoter of the Company Umakant Savadekar, Ulka Umakant Savadekar, Nivrutti Sonu Savdek...",unspecified_see_drhp,www.phychem.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,65.0,65.0,0.0,5.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2,QA flagged
